"id","title","district_id","region_id"
8138,Белый,776,27
8139,Береговой,776,27
8140,Веселовка,776,27
8141,Виноградный,776,27
8142,Волна,776,27
8143,Волна Революции,776,27
8171,Чушка,776,27
8144,Вышестеблиевская,776,27
8145,Гаркуша,776,27
8146,Голубицкая,776,27
8147,За Родину,776,27
8148,Закубанский,776,27
8149,Запорожская,776,27
8150,Ильич,776,27
8151,Красноармейский,776,27
8181,Восточный,778,27
8152,Красный Октябрь,776,27
8153,Курчанская,776,27
8154,Кучугуры,776,27
8155,Октябрьский,776,27
8156,Ордынский,776,27
8157,Орехов Кут,776,27
8158,Пересыпь,776,27
8159,Приазовский,776,27
8160,Приморский,776,27
8161,Прогресс,776,27
8162,Светлый Путь Ленина,776,27
8163,Сенной,776,27
8164,Солёный,776,27
8165,Старотитаровская,776,27
8166,Стрелка,776,27
8167,Таманский,776,27
8168,Тамань,776,27
8169,Темрюк,776,27
8170,Фонталовская,776,27
8326,Образцовка,780,27
8172,Юбилейный,776,27
8173,Южный Склон,776,27
8174,Тимашёвск,777,27
8175,Алексеевская,778,27
8176,Архангельская,778,27
8177,Атаманка,778,27
8178,Ачкасово,778,27
8179,Большевик,778,27
8180,Братский,778,27
8182,Еремизино-Борисовская,778,27
8183,Зелёный,778,27
8184,Казаче-Борисовский,778,27
8185,Каменный,778,27
8186,Карасев,778,27
8187,Кирпичный,778,27
8188,Краснооктябрьская,778,27
8189,Красный,778,27
8190,Красный Борец,778,27
8191,Красный Партизан,778,27
8192,Криница,778,27
8193,Крутой,778,27
8194,Культура,778,27
8195,Латыши,778,27
8196,Ленинский,778,27
8197,Ленинское Возрождение,778,27
8198,Малороссийский,778,27
8199,Мирный,778,27
8200,Москальчук,778,27
8201,Нехворощанский,778,27
8202,Новоархангельская,778,27
8203,Новорождественская,778,27
8204,Новоромановская,778,27
8205,Отрадная,778,27
8206,Парковый,778,27
8207,Полевой,778,27
8208,Привольный,778,27
8209,Пригородный,778,27
8210,Садовый,778,27
8431,СНТ Черноморье,789,27
8337,Ульяновка,780,27
8211,Советский,778,27
8212,Степной,778,27
8213,Терновская,778,27
8214,Тихонький,778,27
8215,Тихорецк,778,27
8216,Украинский,778,27
8217,Урожайный,778,27
8218,Усть-Джигутинка,778,27
8219,Фастовецкая,778,27
8220,Федоренко,778,27
8221,Хопёрская,778,27
8222,Челбас,778,27
8223,Чкалова,778,27
8224,Школьный,778,27
8225,Шоссейный,778,27
8226,Юго-Северная,778,27
8227,Южный,778,27
8228,Агой,779,27
8229,Агуй-Шапсуг,779,27
8230,Алтубинал,779,27
8327,Ольгино,780,27
8231,Анастасиевка,779,27
8232,Афанасьевский Постик,779,27
8233,Бжид,779,27
8234,Большое Псеушхо,779,27
8235,Вольное,779,27
8236,Георгиевское,779,27
8237,Гизель-Дере,779,27
8238,Гойтх,779,27
8239,Голубая бухта,779,27
8240,Горный,779,27
8241,Горское,779,27
8242,Греческий,779,27
8243,Гунайка Первая,779,27
8244,Гунайка Четвертая,779,27
8245,Дедеркой,779,27
8246,Дефановка,779,27
8247,Джубга,779,27
8248,Дзеберкой,779,27
8249,Заречье,779,27
8250,Инал,779,27
8251,Индюк,779,27
8252,Кирпичное,779,27
8253,Крайняя Щель,779,27
8254,Красное,779,27
8255,Кривенковское,779,27
8256,Кроянское,779,27
8257,Лермонтово,779,27
8258,Майский,779,27
8259,Малое Псеушхо,779,27
8260,Мессажай,779,27
8261,Молдавановка,779,27
8262,Навагинское,779,27
8263,Небуг,779,27
8264,Новомихайловский,779,27
8265,Октябрьский,779,27
8266,Ольгинка,779,27
8267,Островская Щель,779,27
8268,Папоротный,779,27
8269,Пляхо,779,27
8270,Подхребтовое,779,27
8271,Полковничий,779,27
8272,"посёлок базы отдыха ""Ласточка""",779,27
8273,"посёлок дома отдыха ""Кубань""",779,27
8274,"посёлок пансионата ""Весна""",779,27
8275,"посёлок пансионата ""Небуг""",779,27
8276,"посёлок пансионата ""Ольгинка""",779,27
8277,"посёлок пансионата ""Южный""",779,27
8278,"посёлок санатория ""Агрия""",779,27
8279,"посёлок санатория ""Черноморье""",779,27
8280,"посёлок спортлагеря ""Электрон""",779,27
8281,"посёлок турбазы ""Приморская""",779,27
8282,Пригородный,779,27
8283,Псебе,779,27
8284,Садовое,779,27
8285,Сосновый,779,27
8286,Тенгинка,779,27
8287,Терзиян,779,27
8288,Туапсе,779,27
8289,Тюменский,779,27
8290,Холодный Родник,779,27
8291,Цыпка,779,27
8292,Шаумян,779,27
8293,Шепси,779,27
8294,Шубинка,779,27
8295,Белецкий,780,27
8296,Белоусовка,780,27
8297,Весёлый,780,27
8298,Вознесенка,780,27
8299,Вольное,780,27
8300,Вольность,780,27
8470,Малкас,790,28
8301,Воронежский,780,27
8302,Галицкое,780,27
8303,Державный,780,27
8304,Дивный,780,27
8305,Дмитриевка,780,27
8306,Западный,780,27
8307,Заречный,780,27
8308,Каратай,780,27
8309,Карс,780,27
8310,Козыкеткен,780,27
8311,Коноково,780,27
8312,Коноковский,780,27
8313,Коныр Озек,780,27
8314,Кургоковский,780,27
8315,Лесной,780,27
8316,Лок,780,27
8317,Маламино,780,27
8318,Марьино,780,27
8319,Милорадовка,780,27
8320,Мичуринский,780,27
8321,Надаровка,780,27
8322,Николаевская,780,27
8323,Новенький,780,27
8324,Новопокровка,780,27
8325,Новоурупское,780,27
8328,Пантелеймоновское,780,27
8329,Подковский,780,27
8330,Приозёрный,780,27
8331,Серединский,780,27
8332,Таволжан,780,27
8333,Тимирязево,780,27
8334,Трёхсельское,780,27
8335,Убеженская,780,27
8336,Украинский,780,27
8338,Урупский,780,27
8339,Успенка,780,27
8340,Успенский,780,27
8341,Успенское,780,27
8342,Чистополь,780,27
8343,Александровский,781,27
8344,Аргатов,781,27
8345,Безлесный,781,27
8346,Болгов,781,27
8347,Братский,781,27
8348,Вимовец,781,27
8349,Воронежская,781,27
8350,Восточная,781,27
8351,Двубратский,781,27
8352,Железный,781,27
8353,Заречный,781,27
8354,Кадухин,781,27
8355,Калининский,781,27
8356,Кирпильская,781,27
8357,Красный,781,27
8358,Кубанский,781,27
8359,Ладожская,781,27
8360,Неелинский,781,27
8361,Некрасовская,781,27
8362,Новоекатериновка,781,27
8363,Новолабинская,781,27
8364,Новониколаевка,781,27
8365,Новосёловка,781,27
8366,Огонёк,781,27
8367,Пятихатский,781,27
8368,Саратовский,781,27
8369,Свободный,781,27
8370,Северский,781,27
8371,Семёнов,781,27
8372,Семёновка,781,27
8373,Согласный,781,27
8374,Суворовское,781,27
8375,Тенгинская,781,27
8376,Усть-Лабинск,781,27
8377,Финогеновский,781,27
8378,Херсонский,781,27
8379,Южный,781,27
8380,Восточный,782,27
8381,Глафировка,782,27
8382,Ейское Укрепление,782,27
8383,Екатериновка,782,27
8384,Красный Дар,782,27
8385,Любимов,782,27
8386,Молчановка,782,27
8387,Николаевка,782,27
8415,Культурное Уч-Дере,789,27
8388,Новощербиновская,782,27
8389,Прилиманский,782,27
8390,Северный,782,27
8391,Старощербиновская,782,27
8392,Шабельское,782,27
8393,Щербиновский,782,27
8394,Анапа,783,27
8395,Армавир,784,27
8396,Геленджик,785,27
8432,Солоники,789,27
8397,Горячий Ключ,786,27
8398,Краснодар,787,27
8399,Новороссийск,788,27
8400,"72-й километр",789,27
8401,Аше,789,27
8402,Блиново,789,27
8403,Варваровка,789,27
8404,Вардане,789,27
8405,Верхнерусская Хобза,789,27
8406,Верхняя Мацеста,789,27
8407,Глубокая Щель,789,27
8408,Головинка,789,27
8409,Голубая Дача,789,27
8410,Голубые Дали,789,27
8411,Горное Лоо,789,27
8412,Калиновка,789,27
8413,Красная Поляна,789,27
8414,Кудепста,789,27
8456,Гагарина,790,28
8416,Курортный Городок,789,27
8417,Лазаревское,789,27
8418,Магри,789,27
8419,Макопсе,789,27
8420,Малый Ахун,789,27
8421,Мамайка,789,27
8422,Молдовка,789,27
8423,Нижняя Беранда,789,27
8424,Нижняя Хобза,789,27
8425,Светлана,789,27
8426,"СНТ ""Знание""",789,27
8427,СНТ Высокое,789,27
8428,СНТ Дружба,789,27
8433,Сочи,789,27
8434,Старая Мацеста,789,27
8435,Тихоновка,789,27
8436,Хоста,789,27
8437,Чемитоквадже,789,27
8438,Шаумяновка,789,27
8439,Шхафит,789,27
8440,Эстосадок,789,27
8441,Якорная Щель,789,27
8442,Абан,790,28
8443,Алексеевка,790,28
8444,Апано-Ключи,790,28
8445,Белая Таежка,790,28
8446,Белоглинная,790,28
8447,Берёзовка,790,28
8448,Бирюса,790,28
8449,Борзово,790,28
8450,Борки,790,28
8451,Быстровка,790,28
8452,Вознесенка,790,28
8453,Воробьевка,790,28
8454,Восток,790,28
8455,Высокогородецк,790,28
8458,Денисовка,790,28
8459,Долгий Мост,790,28
8460,Долженовка,790,28
8461,Ермаковка,790,28
8462,Залипье,790,28
8463,Заозёрка,790,28
8464,Зимник,790,28
8465,Каменка,790,28
8466,Канарай,790,28
8467,Красный Яр,790,28
8468,Кунгул,790,28
8469,Лазарево,790,28
8474,Новогеоргиевка,790,28
8475,Новокиевлянка,790,28
8476,Новоуспенка,790,28
8477,Ношино,790,28
8478,Огурцы,790,28
8479,Озерный,790,28
8480,Петропавловка,790,28
8481,Пея,790,28
8482,Плахино,790,28
8483,Покатеево,790,28
8484,Покровка,790,28
8485,Почет,790,28
8486,Пушкино,790,28
8487,Самойловка,790,28
8488,Сенное,790,28
8489,Средние Мангареки,790,28
8490,Стерлитамак,790,28
8491,Суздалево,790,28
8492,Тёплый Ключ,790,28
8493,Троицк,790,28
8494,Тулень,790,28
8495,Турово,790,28
8496,Успенка,790,28
8497,Усть-Панакачет,790,28
8498,Устьянск,790,28
8499,Хандальск,790,28
8500,Хиндичет,790,28
8501,Чигашет,790,28
8502,Шивера,790,28
8503,Ачинск,791,28
8504,Барабановка,791,28
8505,Белый Яр,791,28
8506,Берёзовый,791,28
8507,Большая Салырь,791,28
8508,Боровка,791,28
8509,Борцы,791,28
8510,Горный,791,28
8511,Грибной,791,28
8512,Заворки,791,28
8513,Зеленцы,791,28
8514,Зерцалы,791,28
8515,Ивановка,791,28
8516,Игинка,791,28
8517,Ильинка,791,28
8518,Каменка,791,28
8519,Карловка,791,28
8520,Ключи,791,28
8521,Козловка,791,28
8522,Крещенка,791,28
8523,Курбатово,791,28
8524,Ладановка,791,28
8525,Лапшиха,791,28
8526,Малая Покровка,791,28
8527,Малиновка,791,28
8528,Малый Улуй,791,28
8529,Нагорново,791,28
8530,Новая Ильинка,791,28
8531,Ольховка,791,28
8532,Орловка,791,28
8533,Плотбище,791,28
8534,Покровка,791,28
8535,Преображенка,791,28
8536,Причулымский,791,28
8537,Саросека,791,28
8538,Слабцовка,791,28
8539,Сосновое Озеро,791,28
8540,Тарутино,791,28
8541,Тимонино,791,28
8542,Тулат,791,28
8543,Улуй,791,28
8544,Чулымка,791,28
8545,Ястребово,791,28
8546,Балахта,792,28
8547,Балдаштык,792,28
8548,Безъязыково,792,28
8549,Берёзовая,792,28
8550,Большие Сыры,792,28
8551,Виленка,792,28
8552,Вольный,792,28
8553,Гладкий Мыс,792,28
8554,Грузенка,792,28
8555,Даурское,792,28
8556,Еловка,792,28
8557,Ижульское,792,28
8558,Ильтюково,792,28
8559,Кизылка,792,28
8560,Кожаны,792,28
8561,Красная,792,28
8562,Красный Ключ,792,28
8563,Крюково,792,28
8564,Курбатово,792,28
8565,Куртюл,792,28
8566,Малая Тумна,792,28
8567,Малые Сыры,792,28
8568,Марьясово,792,28
8569,Могучий,792,28
8570,Новотроицк,792,28
8571,Огоньки,792,28
8572,Огур,792,28
8573,Петропавловка,792,28
8574,Приморск,792,28
8575,Ровное,792,28
8576,Смоленка,792,28
8577,Таловая,792,28
8578,Тойлук,792,28
9277,Артюшино,823,28
8579,Трясучая,792,28
8580,Тукай,792,28
8581,Тюльково,792,28
8582,Тюлюпта,792,28
8583,Угольный,792,28
8584,Холодный Ключ,792,28
8585,Черемушки,792,28
8586,Чистое Поле,792,28
8587,Чистые Пруды,792,28
8588,Щетинкина,792,28
8589,Якушево,792,28
8590,Ямская,792,28
8591,Анеева,793,28
8870,Каравай,799,28
8592,Бармуты,793,28
8593,Батарея,793,28
8627,Кимкьясуй,793,28
8594,Белоозёрск,793,28
8595,Берёза,793,28
8596,Берёзовка,793,28
8597,Берёзово,793,28
8598,Береть,793,28
8599,Большие Лесковичи,793,28
8600,Борки,793,28
8601,Бронная Гора,793,28
8602,Бухали,793,28
8603,Ванзетур,793,28
8604,Верхненильдина,793,28
8605,Винин,793,28
8606,Висневичи,793,28
8607,Войтешин,793,28
8608,Ворожбиты,793,28
8609,Вощанка,793,28
8610,Высокое,793,28
8611,Голицы,793,28
8612,Головицкие,793,28
8613,Горск,793,28
8614,Грицевичи,793,28
8615,Давыдовичи,793,28
8616,Дёминская,793,28
8617,Дягелец,793,28
8618,Еленово,793,28
8619,Жичин,793,28
8620,Залужье,793,28
8621,Заречье,793,28
8622,Здитово,793,28
8623,Зубачи,793,28
8871,Карамышево,799,28
8624,Игрим,793,28
8625,Кабаки,793,28
8626,Карпеши,793,28
9223,Кедровый,819,28
8628,Колония,793,28
8629,Костюки,793,28
8630,Кошелёво,793,28
8631,Круглое,793,28
8632,Куровщина,793,28
8633,Леошки,793,28
8634,Лисичицы,793,28
8635,Ломбовож,793,28
8636,Лукомер,793,28
8637,Малеч,793,28
8638,Малые Лесковичи,793,28
8639,Маневичи,793,28
8640,Маревиль,793,28
8641,Марьяново,793,28
8642,Матвеевичи,793,28
8643,Междулесье,793,28
8644,Минки,793,28
8645,Михалинок,793,28
8646,Михалки,793,28
8647,Михновичи,793,28
8648,Морможево,793,28
8649,Мостыки,793,28
8650,Мошковичи,793,28
8651,Нарутовичи,793,28
8652,Неройка,793,28
8653,Нерохи,793,28
8654,Нивищи,793,28
8655,Нивки,793,28
8656,Нивы,793,28
8657,Новое,793,28
9543,Маурино,823,28
8658,Новосёлки,793,28
8659,Няксимволь,793,28
8660,Огородники,793,28
8661,Олёхновичи,793,28
8662,Ольшево,793,28
8663,Оницевичи,793,28
8664,Осека,793,28
8665,Осовцы,793,28
8666,Павловичи,793,28
8667,Панасовичи,793,28
8668,Первомайская,793,28
8669,Пересудовичи,793,28
8670,Пески,793,28
8671,Песчанка,793,28
8672,Пешки,793,28
8673,Пляховщина,793,28
8674,Подкраичи,793,28
8675,Подосье,793,28
8676,Порослово,793,28
8677,Постолово,793,28
8678,Приполярный,793,28
8679,Пугоры,793,28
9278,Архарово,823,28
8680,Пузи,793,28
8681,Пунга,793,28
8682,Ревятичи,793,28
8683,Речица,793,28
8684,Рогачи,793,28
8685,Рыгали,793,28
8686,Саранпауль,793,28
8687,Сартынья,793,28
8688,Свадьбичи,793,28
8689,Светлый,793,28
8690,Светоч,793,28
8691,Селец,793,28
8692,Селовщина,793,28
8693,Сигневичи,793,28
8694,Смолярка,793,28
8695,Соболи,793,28
8696,Совино,793,28
8697,Соколово,793,28
8698,Сосновка,793,28
8699,Сосьва,793,28
8700,Сошица,793,28
8701,Спорово,793,28
8702,Ставки,793,28
8703,Стригинь,793,28
8704,Судиловичи,793,28
8705,Теги,793,28
8706,Тихны,793,28
8707,Угляны,793,28
8708,Устрем,793,28
8709,Усть-Манья,793,28
8710,Утраны,793,28
8711,Халмер-Ю,793,28
8712,Хойники,793,28
8713,Хомичи,793,28
9279,Афремово,823,28
8714,Хрисо,793,28
8715,Хулимсунт,793,28
8716,Хурумпауль,793,28
8717,Черничное,793,28
8718,Черняково,793,28
8719,Шайтанка,793,28
8720,Шилин,793,28
8721,Шилинок,793,28
8722,Шлях-Пуща,793,28
8723,Щекурья,793,28
9544,Мелехово,823,28
8724,Яныпауль,793,28
8725,Ярцевичи,793,28
8726,Ясевичи,793,28
8727,Ястребель,793,28
8728,Ясунт,793,28
8729,Новобирилюссы,794,28
8768,Богдановщина,799,28
8730,Старая Еловка,794,28
8731,Боготол,795,28
8732,Волынка,795,28
8733,Каштан,795,28
8734,Юрьевка,795,28
8735,Ангарский,796,28
8736,Богучаны,796,28
8737,Малеево,796,28
8738,Новохайский,796,28
8739,Октябрьский,796,28
8740,Осиновый Мыс,796,28
8741,Таёжный,796,28
8742,Чунояр,796,28
8743,Большая Мурта,797,28
8744,Большой Улуй,798,28
8745,Красновка,798,28
8746,Симоново,798,28
8747,Сучково,798,28
8748,Адамовское,799,28
8749,Адасевщина,799,28
8750,Акишево,799,28
8751,Александрово,799,28
8752,Амур-Ключ,799,28
8753,Андриевщина,799,28
8754,Антоново,799,28
8755,Антоновщина,799,28
8756,Антосино,799,28
8757,Багрицовщина,799,28
9593,Омляково,823,28
8758,Бакиново,799,28
8759,Барсуки,799,28
8760,Батуево,799,28
8761,Батурово,799,28
8762,Безодница,799,28
8763,Бели,799,28
8764,Белицковщина,799,28
8765,Беляйково,799,28
8766,Бережа,799,28
8767,Бобровка,799,28
8771,Большая Шатановщина,799,28
8772,Большие Гороховищи,799,28
8773,Большие Новосёлки,799,28
8774,Большое Беляково,799,28
8775,Большое Болынтово,799,28
8776,Борки,799,28
8777,Боровики,799,28
8778,Боровое,799,28
8779,Буда,799,28
8780,Буланцево,799,28
8781,Булынки,799,28
8782,Булынщина,799,28
8783,Бышковичи,799,28
8784,Валерово,799,28
8785,Василевщина,799,28
8786,Васильково,799,28
8860,Золотари,799,28
8787,Великое Село,799,28
8788,Вертники,799,28
8789,Вершина,799,28
8790,Весёлый Угол,799,28
8791,Виноградовка,799,28
8792,Витовка,799,28
8793,Вицковщина,799,28
8794,Вишнёвка,799,28
8795,Владимирово,799,28
9594,Орловка,823,28
8796,Войтовка 1,799,28
8797,Войтовка 2,799,28
8798,Волка,799,28
8799,Волковичи,799,28
8800,Волма,799,28
8801,Волмечка,799,28
8802,Воловники,799,28
8803,Волохово,799,28
8804,Вызволенье,799,28
8805,Вязанка,799,28
8806,Вязань,799,28
8807,Гавшино,799,28
8808,Гаёвка,799,28
8809,Гамышево,799,28
8810,Гарбузы,799,28
8811,Гарутишки,799,28
8812,Глуховщина,799,28
8813,Глушинцы,799,28
8814,Голышово,799,28
8815,Горбенки,799,28
8816,Гореновка,799,28
8817,Городея,799,28
8818,Городилово,799,28
8819,Городище,799,28
8820,Гринкевичи,799,28
8821,Гриньково,799,28
9269,Ананьино,823,28
8822,Гриньковщина,799,28
8823,Грицковщина,799,28
8824,Гричино,799,28
8825,Груздовка,799,28
8826,Даниловичи,799,28
8827,Дворище,799,28
8828,Дворцы,799,28
8829,Девятилово,799,28
8830,Дежки,799,28
9207,Партизанск,817,28
8831,Демидовичи,799,28
8832,Денисовщина,799,28
8833,Дерминка,799,28
8834,Детьково,799,28
8835,Дзержинск,799,28
8836,Дзержинское,799,28
8837,Добринёво,799,28
8838,Довнары,799,28
8839,Дубенки,799,28
8840,Дубинино,799,28
8841,Дуброва,799,28
8842,Дышляды,799,28
8844,Дягильно,799,28
8845,Екимково,799,28
8846,Жаки,799,28
8847,Железцово,799,28
8848,Желтыкино,799,28
8849,Жилевщина,799,28
8850,Жильнево,799,28
8851,Житное,799,28
8852,Журавинка,799,28
8853,Заболотье,799,28
8854,Загатье,799,28
8855,Заградье,799,28
8856,Залесье,799,28
8857,Заречное,799,28
8858,Захвойники,799,28
8859,Звизжи,799,28
9270,Андреевское,823,28
8861,Зосино,799,28
8862,Зубревичи,799,28
8863,Зубровщина,799,28
8864,Имени Льва Толстого,799,28
8865,Каверляны,799,28
8866,Калинино,799,28
8867,Камельгино,799,28
8868,Каменка,799,28
8869,Каменное,799,28
8872,Карачуны,799,28
8873,Карцово,799,28
8874,Касиловичи,799,28
8875,Кашенки,799,28
8876,Кирьяново,799,28
8877,Кленовка,799,28
8878,Клочки,799,28
8879,Клыповщина,799,28
8880,Ковальцы,799,28
8881,Ковшово,799,28
8882,Козлы,799,28
8883,Колодники,799,28
8885,Комаровщина,799,28
8886,Кондрово,799,28
8887,Копоня,799,28
8888,Копылово,799,28
8889,Корокино,799,28
8890,Корчажкино,799,28
8891,Косатынь,799,28
8892,Коски,799,28
8893,Косово,799,28
8894,Костевичи,799,28
8895,Костиково,799,28
8896,Красная Горка,799,28
8897,Красное,799,28
8898,Красовщина,799,28
8899,Красулин,799,28
8900,Крыловичи,799,28
8901,Крылово,799,28
8902,Крысово,799,28
8903,Крыцыно,799,28
8904,Крыштафово,799,28
8905,Кукшевичи,799,28
8906,Кули,799,28
8907,Кулики,799,28
8908,Куприяново,799,28
8909,Курганы,799,28
8910,Курганье,799,28
9208,Пашино,817,28
8911,Лабоды,799,28
8912,Ладово,799,28
8913,Ларинское,799,28
8914,Ласицковщина,799,28
8915,Латушки,799,28
8916,Латышево,799,28
8917,Ледники,799,28
8918,Ленино,799,28
8919,Леонцы,799,28
8920,Лес-Гай,799,28
8921,Ливье,799,28
8922,Лизаветин,799,28
8923,Липки,799,28
8924,Лисовщина,799,28
8925,Лихачёвщина,799,28
8926,Логовище,799,28
8927,Лукашино,799,28
8928,Лучицы,799,28
8929,Лычево,799,28
8930,Люблинка,799,28
8931,Ляховичи,799,28
8932,Магалевщина,799,28
8933,Мазуры,799,28
8934,Малая Шатановщина,799,28
8935,Малиновка,799,28
8936,Малиновское,799,28
8937,Малое Беляково,799,28
8938,Малое Болынтово,799,28
8939,Малые Гороховищи,799,28
8940,Малые Новосёлки,799,28
8941,Мандрики,799,28
8942,Марс,799,28
8943,Мартиновичи,799,28
8944,Матово,799,28
8945,Меленки,799,28
8946,Мельковичи,799,28
8947,Меньки,799,28
9205,Новоангарск,817,28
8948,Мигдаловичи,799,28
8949,Микуличи,799,28
8950,Милёнки,799,28
8951,Мироны,799,28
8952,Михалевщина,799,28
8953,Михалово,799,28
8954,Моровщина,799,28
8955,Мостище,799,28
8956,Мошница,799,28
8957,Мощёное,799,28
8958,Наквасы,799,28
8959,Нарейки,799,28
8960,Наследники,799,28
8961,Невеличи,799,28
8962,Негорелое,799,28
8963,Недетово,799,28
8964,Никола-Ленивец,799,28
8965,Никулинки,799,28
8966,Новая Жизнь,799,28
8967,Новая Мезеновка,799,28
8968,Новая Рудица,799,28
8969,Новинка,799,28
8970,Новое Уткино,799,28
8971,Новосады,799,28
8972,Новоскаковское,799,28
8973,Носыкино,799,28
8974,Огарёво,799,28
8975,Озерна,799,28
8976,Озеро,799,28
8977,Ореховка,799,28
8978,Осеньево,799,28
8979,Острожное,799,28
8980,Павелково,799,28
8981,Павловщина,799,28
8982,Павлюти,799,28
8983,Падеричи,799,28
8984,Пахомово,799,28
8985,Пахомовщина,799,28
8986,Пацки,799,28
8987,Пеньковичи,799,28
8988,Пеняка,799,28
8989,Первомай,799,28
8990,Перетятки,799,28
8991,Перхурово,799,28
8992,Петковичи,799,28
8993,Петрашевичи,799,28
8994,Пионино,799,28
8995,Писаревщина,799,28
8996,Плашево,799,28
9181,Ойха,814,28
8997,Плоское,799,28
8998,Победное,799,28
8999,Подсосонье,799,28
9000,Поедынково,799,28
9001,Пожежино,799,28
9003,Ползино,799,28
9004,Полоневичи,799,28
9005,Полотняный Завод,799,28
9006,Попки,799,28
9007,Потапово,799,28
9008,Поусье,799,28
9009,Прокудино,799,28
9010,Прудново,799,28
9011,Путчино,799,28
9012,Пятовская,799,28
9013,Пятовский,799,28
9014,Радима,799,28
9015,Речки,799,28
9016,Розовка,799,28
9017,Росино,799,28
9018,Рубилки,799,28
9019,Рудевщина,799,28
9020,Рудня,799,28
9021,Ружамполь,799,28
9022,Рябиновка,799,28
9209,Первомайск,817,28
9023,Рябцевщина,799,28
9024,Садковщина,799,28
9025,Садовщина,799,28
9026,Саковичи,799,28
9027,Сакольщина,799,28
9028,Свидовщина,799,28
9029,Свинухово,799,28
9030,Сивожанка,799,28
9031,Скворцы,799,28
9032,Скирмантово,799,28
9033,Скоробогатовщина,799,28
9034,Скородное,799,28
9035,Слобода,799,28
9036,Слободка,799,28
9037,Сломище,799,28
9038,Смагино,799,28
9039,"Совхоз ""Чкаловский""",799,28
9040,Совхоз имени Ленина,799,28
9041,Сосновка,799,28
9042,Сосновый Бор,799,28
9043,Станьково,799,28
9044,Старая Мезеновка,799,28
9045,Старая Рудица,799,28
9046,Старина,799,28
9047,Старинки,799,28
9048,Старище,799,28
9049,Старки,799,28
9050,Старое Уткино,799,28
9051,Староскаковское,799,28
9052,Стецковщина,799,28
9053,Студянка,799,28
9054,Субботино,799,28
9055,Суртины,799,28
9056,Суходолы,799,28
9057,Татарщина,799,28
9058,Телешевичи,799,28
9206,Орджоникидзе,817,28
9059,Товарково,799,28
9060,Толкачёвщина,799,28
9061,Томковичи,799,28
9062,Троскино,799,28
9063,Турьяково,799,28
9064,Тучнево,799,28
9065,Тюхаи,799,28
9066,Тявлово,799,28
9067,Узвышша,799,28
9068,Узречье,799,28
9069,Уса,799,28
9070,Учхоз,799,28
9182,Пойлово,814,28
9071,Фаниполь,799,28
9072,Феликсово,799,28
9073,Ферма-Гай,799,28
9074,Фрунзе,799,28
9075,Химороды,799,28
9076,Хлестово,799,28
9077,Холма,799,28
9078,Хомичи,799,28
9079,Цагельное,799,28
9080,Цветково,799,28
9081,Чапаевка,799,28
9082,Черкассы,799,28
9083,Черниковщина,799,28
9084,Чечино,799,28
9085,Чики,799,28
9086,Чирвоная Зорька,799,28
9087,Чирвоная Смена,799,28
9088,Чуносово,799,28
9089,Чурилы,799,28
9090,Шабуневка,799,28
9091,Шабуневщина,799,28
9092,Шатилы,799,28
9093,Шеняно-Слобода,799,28
9094,Шестаково,799,28
9095,Шикотовичи,799,28
9096,Шитолевщина,799,28
9097,Шишки,799,28
9098,Шпильки,799,28
9099,Шумщина,799,28
9100,Щепки,799,28
9101,Щуплово,799,28
9102,Энергетиков,799,28
9103,Юдино,799,28
9104,Юнцевщина,799,28
9105,Юпитер,799,28
9106,Юрковичи,799,28
9107,Юхновичи,799,28
9108,Юцки,799,28
9109,Якуты,799,28
9110,Янковцы,799,28
9111,Яновичи,799,28
9112,Яново,799,28
9113,Ярлыково,799,28
9114,Ярошовка,799,28
9115,Ярцево,799,28
9116,Ясютевичи,799,28
9117,Дрокино,800,28
9118,Емельяново,800,28
9119,Логовой,800,28
9120,Сухая Балка,800,28
9121,Шуваево,800,28
9122,Абалаково,801,28
9123,Айдара,801,28
9124,Александровский Шлюз,801,28
9125,Енисейск,801,28
9126,Кривляк,801,28
9127,Луговатка,801,28
9128,Майское,801,28
9129,Новоназимово,801,28
9130,Подтёсово,801,28
9131,Потапово,801,28
9132,Сым,801,28
9133,Шапкино,801,28
9134,Ярцево,801,28
9135,Ермаковское,802,28
9136,Жеблахты,802,28
9137,Ивановка,802,28
9138,Нижний Суэтук,802,28
9139,Новополтавка,802,28
9140,Ойский,802,28
9141,Салба,802,28
9142,Семенниково,802,28
9143,Железногорск,803,28
9144,Зеленогорск,804,28
9145,Солнечный,805,28
9146,Большой Телек,806,28
9147,Большой Хабык,806,28
9148,Идринское,806,28
9149,Куреж,806,28
9150,Малый Хабык,806,28
9151,Новоберёзовка,806,28
9152,Ирбейское,807,28
9153,Степановка,807,28
9154,Захаровка,808,28
9155,Казачинское,808,28
9156,Бражное,809,28
9157,Канск,809,28
9158,Таёжное,809,28
9159,Каратузское,810,28
9160,Качулька,810,28
9161,Нижний Кужебар,810,28
9162,Сагайское,810,28
9163,Старая Копь,810,28
9164,Таскино,810,28
9165,Уджей,810,28
9166,Имбинский,811,28
9296,Боково,823,28
9167,Кодинск,811,28
9168,Недокура,811,28
9169,Тагара,811,28
9170,Таёжный,811,28
9171,Яркино,811,28
9172,Козулька,812,28
9173,Краснотуранск,813,28
9174,Лебяжье,813,28
9175,Новая Сыда,813,28
9176,Артёмовск,814,28
9177,Бугуртак,814,28
9178,Кошурниково,814,28
